age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
20.0,Male,3.3,2.9,3.6,No,96.25467330103992,0.0,Fair,5,Bachelor,Average,,,60.3
24.0,Male,3.3,1.5,1.8,Yes,77.37990987143633,0.0,Fair,5,High School,Average,5.0,No,62.6
,Male,,1.1,0.3,No,67.01330489554995,3.468322118452204,Good,2,High School,Average,,,49.8
21.0,Female,1.9,3.2,1.2,No,71.92540400251713,1.0289608991010166,Good,6,Bachelor,Good,6.0,No,41.7
18.0,Female,4.2,3.0,0.5,No,99.98044674245506,2.454596310543169,Fair,3,,Average,5.0,No,78.4
18.0,Female,0.6,3.1,3.0,No,49.201903344133925,10.405389306066402,Good,2,Bachelor,Good,,No,18.4
21.0,Other,4.2,2.4,,No,74.40807799251752,4.115411582874636,Fair,0,Master,Good,8.0,No,70.7
17.0,Male,2.6,2.2,0.0,No,86.92565597928981,0.0,Fair,2,Bachelor,Good,9.0,No,79.3
22.0,Male,4.1,1.1,1.9,No,68.33438081477209,16.193033000937422,Good,0,,Good,9.0,No,80.8
20.0,Male,4.3,2.4,1.0,Yes,92.10346590110296,0.1568746946399461,Good,3,High School,Average,,No,88.0
22.0,Female,4.6,2.6,1.0,No,72.3014704648418,5.404587989884361,Good,4,High School,Average,4.0,,74.6
21.0,Male,1.4,2.7,3.4,No,78.98003910631944,9.642077596430486,Poor,2,Bachelor,Average,3.0,,29.7
20.0,Female,3.6,1.4,0.8,No,49.11105925803294,4.222381977250952,Good,5,High School,Poor,10.0,,78.5
20.0,Female,1.9,3.0,,No,93.62735809327096,4.139575222445845,Good,5,Bachelor,Good,,,43.3
21.0,Female,2.6,4.9,,Yes,88.63759552161291,0.0,Fair,5,High School,Poor,,No,60.2
17.0,Female,3.9,,1.7,Yes,90.19114103102568,0.0,Good,3,Master,Average,7.0,Yes,74.2
21.0,Female,2.1,0.9,,No,70.6494171235172,4.23952724737728,Fair,2,Bachelor,Good,0.0,,55.0
24.0,Male,3.3,1.4,,No,56.97174154926714,5.616255763912059,Poor,0,Bachelor,Good,7.0,Yes,72.9
20.0,Male,5.9,3.3,2.8,Yes,76.76594722893982,0.0,Good,4,Master,Average,6.0,No,91.6
,Female,,3.2,2.4,No,66.21301292130673,0.0,Poor,1,Bachelor,Good,8.0,No,75.5
22.0,Female,6.1,2.5,,No,97.08231150761148,0.0,Poor,5,High School,Average,1.0,No,96.5
19.0,Female,5.2,4.2,,Yes,100.0,0.0,Poor,3,High School,Good,,No,77.9
20.0,Female,2.7,1.4,0.4,No,59.76316036421621,0.0,Fair,2,Bachelor,Poor,1.0,No,57.2
19.0,Female,,0.9,,No,67.84161797381053,8.841329169255928,Fair,3,Master,Good,1.0,No,72.6
17.0,Female,,3.0,0.8,No,54.89666490342068,7.686037909674131,Good,4,Bachelor,Average,3.0,No,53.2
24.0,Male,7.2,1.3,0.0,No,51.40707213919647,20.99459632375804,Fair,2,Master,Average,4.0,No,100.0
18.0,Female,3.3,1.9,1.3,No,100.0,11.574846594789268,Poor,0,Bachelor,Poor,,Yes,67.7
18.0,Male,2.4,,1.4,No,86.04217523730489,0.0,Poor,2,Master,Poor,2.0,No,45.8
21.0,Female,2.1,3.1,4.2,No,72.28210682458946,0.0,Fair,2,Bachelor,Poor,,Yes,50.1
23.0,Male,4.7,0.9,1.0,Yes,87.31141718991236,0.0,Fair,4,High School,Average,3.0,No,84.5
24.0,Male,3.6,0.0,3.6,No,48.13482069918592,20.122317132331737,Fair,2,Bachelor,Average,2.0,No,66.2
23.0,Female,2.2,,3.0,No,91.15879821747409,0.0,Good,0,,Good,5.0,No,46.7
20.0,Male,2.6,2.3,0.9,No,85.37781881286399,2.438121599837953,Fair,1,Master,Good,8.0,,69.3
24.0,Male,5.1,,1.6,No,68.41441876218234,6.405120409316687,Fair,4,Bachelor,Average,8.0,Yes,86.5
23.0,Male,2.8,1.5,0.3,No,96.38787503104348,0.0,Fair,2,Bachelor,Poor,5.0,,71.6
24.0,Male,1.0,1.4,,Yes,77.24290030365555,5.051322029996973,Fair,4,High School,Average,6.0,No,47.6
24.0,Other,3.3,2.9,1.1,No,81.16343620957211,10.559146169877623,Poor,6,,Good,3.0,No,70.4
23.0,Male,1.7,3.3,0.6,No,73.02052402534737,2.28886100421774,Fair,5,Bachelor,Good,5.0,Yes,50.1
18.0,Male,3.2,3.5,1.7,No,61.589134596991165,13.12752728921981,Good,2,Master,Good,5.0,No,63.6
21.0,Male,3.9,1.8,,No,51.62397539948452,0.7387207141476151,Poor,1,Master,Average,3.0,,64.4
20.0,Female,4.1,2.7,0.0,No,65.60193927941121,17.97847270680799,Fair,1,Master,Average,9.0,Yes,87.1
19.0,Female,2.0,0.8,2.6,No,71.91757650794585,5.334356825579912,Good,1,High School,Poor,4.0,No,45.2
21.0,Male,3.2,,2.6,Yes,60.26935461560882,0.0,Fair,4,Bachelor,Poor,2.0,No,46.7
20.0,Male,3.8,2.1,1.0,No,79.30282363189141,7.080168938509702,Good,1,High School,Good,7.0,,70.9
21.0,Male,4.5,3.4,3.3,Yes,79.46290333137017,1.807185509078652,Good,6,High School,Good,10.0,No,94.7
17.0,Female,2.7,3.6,0.9,No,70.35449193001273,10.293861827196045,Good,3,High School,Poor,7.0,Yes,67.9
23.0,Male,4.1,2.6,2.4,No,67.95603839640262,5.196495758830185,Good,1,Bachelor,Average,10.0,No,85.3
21.0,Male,5.4,4.5,,No,65.25514640245419,0.0,Fair,3,,Good,3.0,,83.9
24.0,Male,2.5,,,No,95.84885146843314,7.721009000666555,Poor,1,Master,Poor,7.0,No,52.5
21.0,Female,2.3,1.0,0.4,No,85.2752183097704,4.3379866891224905,Fair,5,,Good,1.0,No,66.9
21.0,Male,0.7,0.7,1.0,No,55.36478361651592,21.8850765317041,Poor,5,,Average,4.0,No,51.5
,Female,4.8,2.1,1.9,No,88.45287477480937,6.209212707389045,Fair,1,High School,Good,,No,82.6
20.0,Male,3.9,2.3,,No,80.92821768025298,0.113542558128374,,6,Bachelor,Good,5.0,No,73.4
20.0,Male,2.3,2.3,,Yes,49.13916925546752,0.0,Fair,0,High School,Good,9.0,No,68.9
24.0,Male,5.1,0.5,1.4,No,79.51039221666828,0.0,Good,3,Bachelor,Average,8.0,No,100.0
20.0,Female,2.6,2.2,0.7,No,84.50728994274405,11.24800736333007,Poor,1,High School,Poor,5.0,No,63.6
21.0,Male,3.8,0.9,2.5,No,65.08355645101854,1.6785429072861051,Poor,6,High School,Average,5.0,Yes,78.1
24.0,Male,5.2,1.4,3.6,No,85.51147056204118,15.586038952771538,Good,5,Bachelor,Average,7.0,No,92.0
21.0,Other,2.8,2.0,2.0,No,66.77290389439686,7.524794454513171,Fair,2,,Average,3.0,Yes,59.9
19.0,Female,2.4,2.9,1.7,No,67.40131417606858,0.0,Fair,0,Bachelor,Average,8.0,Yes,67.4
22.0,Female,,1.1,1.9,No,59.771563107554414,7.1378756459775445,Poor,4,Master,Poor,,No,58.6
23.0,Male,4.0,0.3,0.6,No,51.375400117881696,12.89036431302464,Good,1,Master,Good,,No,89.5
18.0,Female,4.3,2.6,,No,58.83185829915746,0.0,Good,5,Bachelor,Average,8.0,No,87.5
20.0,Female,2.5,1.9,1.6,No,80.54832616048415,3.3035999880166784,Good,3,Bachelor,Good,9.0,,68.5
23.0,Female,4.4,2.0,2.0,Yes,72.13707918843369,0.0,Good,5,Master,Good,5.0,No,77.3
20.0,Female,4.8,4.3,2.1,No,43.11215064421396,4.529407716425465,Fair,4,High School,Average,3.0,No,63.4
17.0,Female,,2.6,3.7,No,61.275714883425046,4.328531842692368,Poor,6,High School,Good,4.0,Yes,61.6
19.0,Male,3.0,4.5,2.3,Yes,59.01779057417082,0.0,Fair,5,Bachelor,Good,6.0,No,52.6
19.0,Female,3.8,3.0,0.7,No,67.93843658532964,6.512543376531948,Fair,1,Bachelor,Good,5.0,No,61.6
,Male,2.4,2.8,0.7,No,100.0,0.5282464028323348,Fair,3,,Good,1.0,No,62.0
19.0,Female,3.1,2.1,,No,68.61060120142926,0.0,Good,4,Bachelor,Average,8.0,No,85.6
19.0,Female,3.8,,,No,72.13781729114442,5.101719907764132,,1,High School,Average,4.0,No,58.1
21.0,Female,5.6,1.5,,Yes,76.45181905777821,1.5834158573338732,Good,2,Master,Poor,3.0,,89.8
,Male,4.2,3.0,2.1,No,58.36933327947124,8.812896175743724,Poor,3,Bachelor,Poor,2.0,No,64.2
21.0,Female,3.7,0.6,1.3,No,80.6701447932167,0.0,Fair,2,Master,Average,,No,70.6
17.0,Female,4.4,2.4,1.7,No,75.82138020037306,0.0,Fair,0,Bachelor,Average,6.0,,76.8
20.0,Female,4.0,3.4,,Yes,55.83035989465355,6.963239894354214,Poor,4,Bachelor,Average,6.0,Yes,68.8
23.0,Female,4.4,1.9,,No,57.82915797333466,5.912857240425088,Good,1,High School,Average,3.0,No,76.9
21.0,Female,5.5,3.0,1.4,No,60.02955720232514,13.766305965066604,Fair,5,High School,Good,3.0,Yes,76.3
17.0,Female,2.0,2.2,3.2,No,96.12107958097906,4.778032578099867,Good,5,High School,Average,6.0,No,56.3
20.0,Female,5.0,3.4,,Yes,70.15828990287916,1.046132293111365,Good,3,Bachelor,Average,2.0,Yes,67.7
22.0,Male,2.4,0.9,,No,87.20426504453167,0.0,Fair,3,Bachelor,Average,9.0,,78.3
23.0,Male,5.5,1.1,1.4,No,90.476873088887,3.662967869241366,Fair,1,Bachelor,Good,,No,84.5
23.0,Male,4.0,2.0,2.0,No,68.4166880607701,6.892712716317764,Fair,4,Master,Good,,,70.7
19.0,Male,4.6,3.0,,No,66.90291180443378,6.361951395436937,,5,Master,Good,1.0,Yes,66.0
21.0,Female,3.6,2.1,3.5,Yes,44.76065448210685,13.851100850816616,Poor,2,High School,Average,9.0,No,65.6
20.0,Male,6.3,3.0,3.9,Yes,57.15833047128385,21.959337592594693,Fair,3,Master,Average,5.0,No,85.3
20.0,Female,6.5,0.7,1.7,No,72.20741802794194,11.280819501667168,Good,4,Master,Average,4.0,No,100.0
23.0,Other,4.5,3.8,1.3,No,54.43689144789554,2.6742738125493983,Fair,4,High School,Poor,7.0,No,74.6
17.0,Female,4.9,3.0,,No,73.83081280623958,13.508430014643656,Good,2,Bachelor,Good,5.0,,67.6
24.0,Male,2.0,3.8,1.2,No,77.74237080978027,13.998822341118707,Good,1,Bachelor,Good,7.0,Yes,40.4
23.0,Female,4.4,2.7,,No,80.50392639706646,8.226858468974418,Fair,7,,Average,2.0,No,85.4
23.0,Other,3.5,2.3,2.1,No,77.89283092057919,0.0,Good,5,High School,Poor,9.0,Yes,89.1
23.0,Female,1.4,3.3,2.5,No,67.41320661630257,0.0,Fair,2,High School,Poor,4.0,Yes,46.5
20.0,Male,5.5,3.6,0.0,No,63.0677715449934,0.0,Fair,1,,Average,,,80.3
20.0,Male,6.3,2.5,3.3,No,95.9403637159887,5.70936192158504,Fair,7,High School,Good,5.0,,95.6
17.0,Female,2.9,1.1,,No,100.0,12.175586302895464,Poor,2,,Average,7.0,No,68.4
,Male,4.4,1.8,0.7,No,72.72603644219853,15.510224341424708,Good,4,High School,Good,3.0,Yes,78.4
21.0,Male,3.4,,0.6,No,70.2399472233474,8.607604577558467,Fair,5,Bachelor,Good,8.0,No,74.3
18.0,Female,3.7,4.0,1.0,No,65.6234757025653,0.0,Good,0,Bachelor,Poor,,Yes,77.2
23.0,Male,4.9,1.6,4.0,No,79.33718289749663,0.0,Fair,5,Bachelor,Poor,7.0,No,95.5
19.0,Male,4.1,4.2,1.6,No,85.29805888732471,5.751780803633086,Good,2,High School,Good,6.0,,57.4
23.0,Female,2.5,4.4,1.6,No,68.9032198986351,0.0,Fair,6,Bachelor,Average,5.0,,51.3
18.0,Male,1.5,3.0,2.3,No,70.32786865307571,18.29566504436969,Fair,3,High School,Good,10.0,No,57.3
18.0,Female,7.4,3.6,3.9,No,87.15613583912578,1.845728231140953,,3,High School,Average,8.0,Yes,97.7
21.0,Male,3.0,1.6,2.1,No,61.36015697558234,9.60704295942828,Good,5,Bachelor,Good,9.0,Yes,70.8
19.0,Female,3.8,1.2,2.0,No,70.35031039037099,4.426910236708577,,2,Bachelor,Average,3.0,,66.3
17.0,Male,3.5,3.6,2.7,No,82.26238640305989,21.642197649525148,Fair,2,High School,Average,,,72.6
18.0,Male,3.9,2.4,0.0,Yes,86.08375234960184,0.0,Good,3,High School,Poor,,Yes,59.5
21.0,Male,1.1,4.3,0.9,No,80.4050510568588,6.78622905737922,Fair,2,High School,Average,9.0,No,49.9
20.0,Female,3.3,4.3,0.4,Yes,93.10143041543304,9.675231695300957,Poor,1,High School,Average,,,67.0
19.0,Male,2.7,1.4,2.8,No,83.43379946583417,6.810830181871874,,2,High School,Average,6.0,Yes,63.5
18.0,Male,2.6,,,No,77.1294442629641,15.003041128376022,Good,1,Bachelor,Average,2.0,No,39.6
21.0,Female,1.7,1.6,,No,32.366309318367506,0.0,Fair,5,Bachelor,Good,7.0,,67.9
17.0,Female,3.2,2.8,,No,69.29978905860435,3.44187683839518,Fair,3,High School,Average,4.0,Yes,58.6
22.0,Male,,1.4,2.4,No,78.8361624278829,0.0,Good,4,High School,Good,6.0,No,46.2
20.0,Female,3.2,1.2,,No,64.87424306185459,0.0,Good,3,Bachelor,Average,9.0,No,77.9
19.0,Female,3.1,0.7,1.3,Yes,73.56502351761816,0.0,Fair,1,High School,Poor,5.0,Yes,81.5
23.0,Female,1.8,1.1,0.6,Yes,83.00473326931169,13.053468012567444,Poor,5,Bachelor,Average,6.0,No,70.9
19.0,Female,3.7,,0.4,Yes,61.67088580544935,7.934796289027397,Fair,0,Bachelor,Good,10.0,,76.9
20.0,Other,2.6,4.9,4.3,No,62.34785773395217,2.2626422868631897,Good,4,Bachelor,Good,6.0,,52.1
17.0,Female,4.3,4.3,,No,73.46572738684102,3.99308643319554,Fair,1,Master,Average,2.0,No,65.2
24.0,Female,1.1,4.1,1.4,Yes,80.13077197086535,0.0,Fair,5,Bachelor,Good,,,43.7
17.0,Female,0.7,3.2,2.4,No,70.9297941683945,0.0,Good,1,Master,Average,10.0,Yes,50.3
20.0,Female,2.6,,,No,50.94110817183498,1.405477878245288,Fair,3,Master,Average,0.0,No,41.9
18.0,Female,4.1,1.9,0.2,No,59.97846831537039,0.0,Fair,7,,Good,1.0,No,72.4
23.0,Male,3.6,,,No,67.84227572477673,9.020482577785735,,1,Bachelor,Good,4.0,No,70.7
19.0,Female,2.8,5.0,0.0,Yes,57.481987512680455,6.648892583402314,Fair,4,Bachelor,Good,9.0,No,71.0
23.0,Female,5.6,2.8,0.5,Yes,79.22762864992502,0.0,Fair,5,Bachelor,Good,9.0,No,100.0
24.0,Male,2.5,2.0,0.0,No,79.86621649928294,4.324050868072675,Good,7,Bachelor,Average,8.0,No,66.7
18.0,Female,4.6,3.4,2.0,No,73.13682675399801,2.831203725201321,Good,0,Bachelor,Good,1.0,Yes,71.8
18.0,Female,7.4,,1.2,No,96.6826290202814,4.388654520577816,,4,Bachelor,Good,10.0,Yes,100.0
21.0,Male,4.8,2.9,2.6,No,58.8201048775076,0.0,Poor,0,Master,Average,6.0,,82.1
17.0,Male,2.3,0.9,1.0,No,67.97198996126556,5.622187579848657,Fair,0,Master,Average,3.0,Yes,47.2
17.0,Female,2.0,1.6,0.0,No,44.76919984064767,18.25313848612877,Good,5,High School,Average,4.0,,49.1
22.0,Female,4.9,,2.9,No,71.5041857588611,0.0,Fair,1,Bachelor,Good,4.0,No,69.4
24.0,Female,3.7,3.6,1.7,No,85.61996878084945,9.319206323954148,Good,0,Bachelor,Good,9.0,Yes,77.4
21.0,Female,4.2,2.9,,No,45.98533519490098,7.554639023830584,Fair,0,High School,Good,2.0,No,60.4
18.0,Male,5.8,,4.1,No,63.35040563784226,4.190863938256409,Poor,6,Bachelor,Good,8.0,No,99.3
20.0,Female,4.3,,,No,86.88537726365666,15.33993114203517,Poor,4,,Good,3.0,No,65.7
17.0,Male,5.3,5.0,1.8,No,58.37244691056094,0.2187748946186889,Poor,3,High School,Average,,No,79.6
18.0,Female,3.4,,1.4,No,84.07778707861124,10.32826253181413,Poor,3,Bachelor,Good,5.0,No,75.2
17.0,Other,2.7,2.3,3.2,Yes,79.5201365073596,0.0,Poor,4,Bachelor,Average,0.0,Yes,57.4
24.0,Male,4.9,0.0,2.5,Yes,76.67216337597682,12.908358759034543,Fair,4,Master,Average,0.0,No,97.2
19.0,Female,2.7,,,Yes,93.31726673603772,0.0,Poor,2,High School,Average,8.0,No,86.9
17.0,Male,3.3,1.8,,No,70.9634109770297,7.197267343378475,Poor,1,Master,Good,1.0,,62.2
18.0,Female,3.9,3.9,,No,76.42427579418194,2.227002029041583,Fair,5,High School,Poor,9.0,,71.5
22.0,Female,3.0,3.7,0.9,No,40.26343854708092,0.0,Poor,6,Bachelor,Average,9.0,No,73.9
20.0,Female,3.2,3.0,1.4,Yes,77.91805688079302,4.434912578466053,Good,2,Master,Good,9.0,No,74.8
19.0,Other,3.1,1.9,3.7,No,79.8138158937915,3.2797665601070443,Good,1,Bachelor,Good,10.0,Yes,66.6
24.0,Male,3.7,3.6,3.3,Yes,64.41321509992642,23.12454044615385,Good,4,High School,Poor,1.0,No,69.3
18.0,Female,3.2,2.3,,No,42.31944597224839,0.0,Good,1,Bachelor,Good,7.0,No,64.2
18.0,Male,4.6,3.9,0.0,No,60.968541907280255,4.674000388858652,Poor,2,High School,Good,1.0,No,84.8
19.0,Female,2.7,1.0,2.4,No,74.8953233356815,21.15273831535405,Fair,2,,Poor,,No,57.3
20.0,Male,4.2,,2.1,No,95.76430719250936,20.91984427641509,,1,Master,Good,5.0,No,70.6
21.0,Other,1.7,0.2,,No,63.447314510060814,0.0,Poor,1,High School,Good,7.0,Yes,56.4
20.0,Female,2.5,1.4,0.9,No,66.96467942014891,11.252204142068996,Good,7,Bachelor,Good,,No,73.1
17.0,Male,1.4,0.9,2.6,Yes,98.79599189537495,0.7545472093976625,Poor,2,Bachelor,Good,,No,51.0
17.0,Male,2.5,3.7,,Yes,74.54354944063547,11.072206081814535,Good,6,Bachelor,Average,8.0,No,78.8
17.0,Male,,3.2,3.7,No,82.0860581112348,17.766921599080472,,4,Bachelor,Good,5.0,Yes,47.0
23.0,Male,2.5,0.2,0.9,Yes,64.88217835938691,0.0,Good,3,High School,Good,5.0,,80.0
24.0,Female,3.6,0.9,2.4,No,89.21170897823704,9.392980616314386,Poor,1,Bachelor,Average,3.0,No,72.3
,Other,,1.5,,No,71.69385589649916,7.493241181905445,Fair,0,High School,Good,,Yes,80.2
18.0,Male,3.8,4.5,1.6,Yes,79.26042981486576,11.854876669545371,Good,4,High School,Good,4.0,,53.5
18.0,Female,5.2,3.7,0.9,No,89.32057952929276,24.0,Good,0,High School,Poor,1.0,No,77.1
21.0,Male,1.7,1.2,3.2,No,76.46147164903411,8.799576618348777,Good,4,High School,Average,5.0,,37.4
20.0,Female,0.8,2.3,,Yes,75.29414895797252,13.197750349163284,Poor,4,Bachelor,Good,7.0,,34.7
17.0,Female,2.3,1.5,3.2,No,87.21003104856648,10.596969897568718,Good,2,High School,Average,4.0,No,52.4
23.0,Male,3.1,3.5,2.2,No,77.66259677730446,1.6915706095983718,,0,Master,Good,8.0,No,49.9
19.0,Male,4.4,0.2,,No,67.08478304968246,7.375766808564824,Good,1,High School,Average,10.0,,80.7
24.0,Female,4.7,1.3,3.3,Yes,56.44451285720704,9.618133535543896,Good,2,Master,Good,1.0,No,73.6
18.0,Male,2.9,2.2,1.7,Yes,80.00555944324941,9.7500263428667,Good,2,Bachelor,Average,,No,71.2
18.0,Female,6.0,3.6,0.8,No,87.55478240860255,8.301604019787739,Good,0,High School,Good,4.0,,87.9
18.0,Female,1.7,2.9,2.5,No,69.1199257881456,8.986188300188491,Good,1,Bachelor,Average,8.0,Yes,39.9
21.0,Female,1.1,0.4,2.4,Yes,87.90271311144477,1.2879696386187596,Good,2,,Average,2.0,Yes,46.3
22.0,Other,3.0,3.2,0.3,No,73.50894121178749,8.044516214217328,Good,2,Master,Good,6.0,No,65.3
22.0,Female,5.8,0.6,,No,49.302713224091306,11.99838844619197,Fair,5,Bachelor,Good,7.0,No,100.0
22.0,Male,4.2,3.1,,No,75.3177300034244,0.0,Good,0,Master,Poor,10.0,No,79.9
,Female,4.6,1.2,,No,61.15096449246151,22.14631222452564,,3,,Average,7.0,No,91.7
20.0,Female,,4.6,2.0,No,73.25844325702667,3.3606201751605087,Fair,2,Bachelor,Good,5.0,No,73.8
,Female,4.3,2.9,1.9,No,87.6386230324604,1.8699475951368345,Good,3,Bachelor,Average,8.0,No,74.9
17.0,Male,3.8,2.0,1.4,No,88.94722481320782,4.873931309598949,Good,2,Master,Good,1.0,No,65.9
21.0,Male,0.0,,2.9,No,70.56903860047353,11.570023722400352,Poor,2,,Average,7.0,No,30.5
,Male,4.3,3.3,3.0,No,83.03427982239646,7.130640370423028,Fair,5,High School,Poor,7.0,Yes,67.3
23.0,Female,6.1,1.8,0.5,No,74.58258951512364,0.2694038877222419,Good,7,Bachelor,Good,3.0,Yes,98.3
18.0,Female,0.0,1.9,,No,74.37312041167155,0.0108005247225866,Fair,2,Bachelor,Average,9.0,,55.2
20.0,Female,4.1,4.6,3.4,No,68.09786074762329,5.071645775670791,Poor,6,Bachelor,Good,9.0,,81.6
23.0,Female,0.0,1.2,1.1,No,70.37101857885966,11.757040520575128,Fair,6,Master,Average,,Yes,56.2
23.0,Male,1.7,3.8,1.2,No,69.31041317850114,0.0,Poor,5,Master,Good,6.0,No,55.4
24.0,Female,4.5,3.2,,Yes,83.04436268329844,2.051835809341424,Good,0,High School,Good,5.0,,59.9
23.0,Female,2.5,0.9,,Yes,41.119606123745086,0.3311928768056603,Good,4,Bachelor,Average,7.0,No,58.9
17.0,Female,5.7,2.7,,No,69.83038143602347,17.04799390631709,Good,0,Master,Average,8.0,Yes,89.8
19.0,Male,0.8,3.2,1.4,No,70.89502107026736,16.829080787486063,Good,2,Master,Average,5.0,No,45.1
21.0,Male,5.2,0.0,,No,67.9185769110059,0.8083708637637266,Fair,5,High School,Poor,9.0,No,100.0
24.0,Male,4.3,2.0,2.8,Yes,79.07865544998424,15.310106334241484,Good,5,High School,Poor,3.0,Yes,82.8
,Female,3.2,3.2,,No,98.9565185671788,0.0,Good,1,High School,Good,6.0,No,70.4
22.0,Female,5.3,1.0,2.2,No,70.82078494569397,0.0,Fair,1,High School,Average,7.0,No,81.3
23.0,Female,1.2,1.1,,No,71.8038989286282,7.395253409230016,Fair,0,Bachelor,Average,3.0,Yes,35.6
21.0,Female,4.4,0.3,,No,81.7298300236856,14.289908977979332,Fair,5,Bachelor,Good,3.0,No,84.5
21.0,Male,5.0,2.3,,No,54.2724255368015,0.0,Poor,7,Bachelor,Good,,No,75.4
20.0,Male,2.3,3.2,2.4,No,77.61427684704024,8.506385776329722,Fair,5,Bachelor,Poor,0.0,,48.5
19.0,Female,2.6,,2.4,No,50.24029948577713,0.0,,0,Master,Good,2.0,Yes,44.5
22.0,Female,3.4,2.5,2.2,No,51.23399346639169,9.756654630420812,Poor,1,Master,Good,4.0,No,63.4
19.0,Female,7.6,3.0,,No,89.21358672159738,1.5669112649980637,Poor,1,High School,Good,4.0,No,100.0
21.0,Male,6.6,,1.5,No,78.80228190309424,10.23090119163993,Fair,2,Master,Poor,3.0,No,96.6
19.0,Female,2.3,2.9,1.0,No,64.1623384579408,9.828089228933973,Good,1,Bachelor,Good,5.0,Yes,48.9
21.0,Female,5.3,2.4,0.1,No,83.88588907552219,9.748780095109767,,0,Bachelor,Good,4.0,,85.8
,Female,4.7,4.3,0.0,No,82.62471587030495,8.861792563822057,Good,6,Bachelor,Good,6.0,No,83.5
21.0,Male,3.4,2.7,3.4,No,99.91768152944356,10.34810150500104,Good,1,High School,Good,6.0,,65.6
20.0,Female,4.8,0.8,0.0,No,58.3116191673281,3.849916133748332,Good,6,High School,Average,2.0,No,88.0
24.0,Male,5.4,0.2,0.0,No,64.58193833630031,9.286513716306793,,5,Bachelor,Average,,No,100.0
17.0,Male,3.7,2.8,,No,85.86482692278267,3.037282402723911,Fair,3,Bachelor,Good,4.0,Yes,59.8
21.0,Male,2.4,3.7,,No,86.01139588307278,0.998616593653803,Good,5,High School,Good,4.0,,52.4
24.0,Female,0.7,2.2,0.0,No,91.44507851333596,13.008708317618613,Fair,3,High School,Good,6.0,No,48.7
17.0,Female,,2.8,4.1,No,72.81456488083292,20.57852970958695,Good,4,High School,Good,6.0,No,90.3
20.0,Male,5.2,3.2,4.2,Yes,70.27709925613016,19.52705223933159,Poor,0,Bachelor,Poor,10.0,No,83.3
17.0,Male,4.4,1.3,,No,83.67986860245108,0.0,Good,3,Master,Good,7.0,,80.9
24.0,Male,4.0,2.3,2.5,No,64.0723510255373,6.505162715261651,Fair,6,Bachelor,Good,0.0,No,77.8
20.0,Female,2.7,3.7,1.1,No,51.68063762689104,4.030474223394074,Fair,0,High School,Average,3.0,No,44.3
20.0,Male,1.6,1.8,0.0,No,89.70120517824003,2.999395483804721,Good,2,Bachelor,Good,4.0,,58.6
17.0,Female,3.2,,0.7,No,63.2820910300191,1.332820860629887,Fair,6,Master,Poor,4.0,No,67.9
18.0,Female,0.8,3.3,0.2,No,80.77273881839392,0.0,Good,3,Bachelor,Poor,10.0,,51.8
23.0,Other,,1.6,,No,73.43593945836697,13.507106730629832,Fair,6,Master,Good,5.0,No,100.0
23.0,Male,2.2,1.6,2.0,Yes,82.55298633333267,0.0,Good,6,High School,Average,5.0,Yes,65.6
22.0,Male,3.5,3.1,2.9,Yes,82.69720140685962,13.36410526561044,Good,1,Master,Average,5.0,,55.1
17.0,Female,4.3,,,No,78.26454236526082,12.47585965492251,,1,High School,Good,8.0,No,84.9
20.0,Male,3.0,2.4,4.0,No,76.65527101556027,0.0,Poor,6,High School,Good,,,62.9
23.0,Male,0.3,3.1,1.4,Yes,68.13558717662728,9.588635021170209,Good,3,Bachelor,Good,5.0,No,36.1
20.0,Female,2.3,,2.0,No,66.30048030173552,2.8926272248423435,Fair,3,Bachelor,Average,,,57.0
22.0,Female,1.1,2.7,0.1,No,98.5028654604128,3.5657085733079463,,1,High School,Good,5.0,No,51.2
24.0,Female,5.5,2.5,1.0,No,84.76552148900001,14.192326618847344,Fair,1,Bachelor,Good,0.0,,80.6
18.0,Male,1.2,3.6,0.0,No,78.0536554466068,0.360090898236143,Poor,3,High School,Average,5.0,Yes,41.1
23.0,Male,3.5,3.0,1.5,Yes,64.6554155955413,13.701262931860928,Good,1,Bachelor,Average,10.0,,67.4
21.0,Female,,3.7,0.0,No,75.8780967117941,13.40030934528015,Good,6,High School,Good,9.0,,100.0
19.0,Female,2.2,5.0,,No,56.15947311133485,13.380402548833056,Poor,4,Master,Average,3.0,Yes,46.4
22.0,Male,1.2,2.3,1.7,No,76.95486073324066,6.843141766116571,,0,High School,Poor,2.0,No,28.0
,Female,5.2,3.2,2.0,No,60.706508551640354,13.4647577357906,,1,Bachelor,Poor,2.0,Yes,70.5
19.0,Male,2.5,,,No,59.45280074938248,0.0,Good,1,High School,Good,,No,45.1
22.0,Female,3.9,2.1,2.2,No,51.82132769462978,0.0,Good,1,High School,Average,10.0,No,73.7
17.0,Female,2.9,1.0,2.4,Yes,68.30901776730082,16.69014466660154,Poor,2,High School,Average,7.0,Yes,65.9
23.0,Female,4.4,2.2,,No,99.47647468768756,0.0,Good,2,Bachelor,Good,,No,78.9
22.0,Female,5.8,1.4,1.9,No,78.03603080787914,7.585736303135676,Good,4,Bachelor,Average,8.0,Yes,96.6
